GeoFips,GeoName,LineCode,Description,2019
37000,North Carolina,904,        Internet publishing and broadcasting 3/,(NA)
37000,North Carolina,905,        Telecommunications,30868
37000,North Carolina,906,"        Data processing, hosting, and related services",12633
37000,North Carolina,907,        Other information services 3/,3097
37000,North Carolina,1000,      Finance and insurance,298502
37000,North Carolina,1001,        Monetary Authorities-central bank,262
37000,North Carolina,1002,        Credit intermediation and related activities,101539
37000,North Carolina,1003,"        Securities, commodity contracts, and other financial investments and related activities",82477
37000,North Carolina,1004,        Insurance carriers and related activities,104181
37000,North Carolina,1005,"        Funds, trusts, and other financial vehicles",10043
37000,North Carolina,1100,      Real estate and rental and leasing,284403
37000,North Carolina,1101,        Real estate,263685
37000,North Carolina,1102,        Rental and leasing services,20038
37000,North Carolina,1103,        Lessors of nonfinancial intangible assets (except copyrighted works),680
37000,North Carolina,1200,"      Professional, scientific, and technical services",402691
37000,North Carolina,1300,      Management of companies and enterprises,92785
37000,North Carolina,1400,      Administrative and support and waste management and remediation services,421106
37000,North Carolina,1401,        Administrative and support services,407434
37000,North Carolina,1402,        Waste management and remediation services,13672
37000,North Carolina,1500,      Educational services,143803
37000,North Carolina,1600,      Health care and social assistance,594005
37000,North Carolina,1601,        Ambulatory health care services,259144
37000,North Carolina,1602,        Hospitals,124857
37000,North Carolina,1603,        Nursing and residential care facilities,102301
37000,North Carolina,1604,        Social assistance,107703
37000,North Carolina,1700,"      Arts, entertainment, and recreation",142633
37000,North Carolina,1701,"        Performing arts, spectator sports, and related industries",74546
37000,North Carolina,1702,"        Museums, historical sites, and similar institutions",4919
37000,North Carolina,1703,"        Amusement, gambling, and recreation industries",63168
37000,North Carolina,1800,      Accommodation and food services,474264
37000,North Carolina,1801,        Accommodation,54223
37000,North Carolina,1802,        Food services and drinking places,420041
37000,North Carolina,1900,      Other services (except government and government enterprises),353042
37000,North Carolina,1901,        Repair and maintenance,79455
37000,North Carolina,1902,        Personal and laundry services,135628
37000,North Carolina,1903,"        Religious, grantmaking, civic, professional, and similar organizations",108125
37000,North Carolina,1904,        Private households,29834
37000,North Carolina,2000,    Government and government enterprises,865368
37000,North Carolina,2001,      Federal civilian,74376
37000,North Carolina,2002,      Military,127121
37000,North Carolina,2010,      State and local,663871
37000,North Carolina,2011,        State government,212514
37000,North Carolina,2012,        Local government,451357
38000,North Dakota,,Employment by place of work,
38000,North Dakota,10,Total employment (number of jobs),586904
38000,North Dakota,,By type,
38000,North Dakota,20,  Wage and salary employment,456960
38000,North Dakota,40,  Proprietors employment,129944
38000,North Dakota,50,    Farm proprietors employment,23077
38000,North Dakota,60,    Nonfarm proprietors employment 2/,106867
38000,North Dakota,,By industry,
38000,North Dakota,70,  Farm employment,28484
38000,North Dakota,80,  Nonfarm employment,558420
38000,North Dakota,90,    Private nonfarm employment,469410
38000,North Dakota,100,"      Forestry, fishing, and related activities",5240
38000,North Dakota,101,        Forestry and logging,(D)
38000,North Dakota,102,"        Fishing, hunting and trapping",(D)
38000,North Dakota,103,        Support activities for agriculture and forestry,4981
38000,North Dakota,200,"      Mining, quarrying, and oil and gas extraction",25689
38000,North Dakota,201,        Oil and gas extraction,6043
38000,North Dakota,202,        Mining (except oil and gas),2291
38000,North Dakota,203,        Support activities for mining,17355
38000,North Dakota,300,      Utilities,3526
38000,North Dakota,400,      Construction,37527
38000,North Dakota,401,        Construction of buildings,7476
38000,North Dakota,402,        Heavy and civil engineering construction,8048
38000,North Dakota,403,        Specialty trade contractors,22003
38000,North Dakota,500,      Manufacturing,28275
38000,North Dakota,510,        Durable goods manufacturing,18880
38000,North Dakota,511,          Wood product manufacturing,2067
38000,North Dakota,512,          Nonmetallic mineral product manufacturing,1446
38000,North Dakota,513,          Primary metal manufacturing,(D)
38000,North Dakota,514,          Fabricated metal product manufacturing,2520
38000,North Dakota,515,          Machinery manufacturing,6244
38000,North Dakota,516,          Computer and electronic product manufacturing,1508
38000,North Dakota,517,"          Electrical equipment, appliance, and component manufacturing",167
38000,North Dakota,518,"          Motor vehicles, bodies and trailers, and parts manufacturing",(D)
38000,North Dakota,519,          Other transportation equipment manufacturing,813
38000,North Dakota,521,          Furniture and related product manufacturing,879
38000,North Dakota,522,          Miscellaneous manufacturing,780
38000,North Dakota,530,        Nondurable goods manufacturing,9395
38000,North Dakota,531,          Food manufacturing,5118
38000,North Dakota,532,          Beverage and tobacco product manufacturing,362
38000,North Dakota,533,          Textile mills,(D)
38000,North Dakota,534,          Textile product mills,276
38000,North Dakota,535,          Apparel manufacturing,62
38000,North Dakota,536,          Leather and allied product manufacturing,(D)
38000,North Dakota,537,          Paper manufacturing,(D)
38000,North Dakota,538,          Printing and related support activities,782
38000,North Dakota,539,          Petroleum and coal products manufacturing,(D)
38000,North Dakota,541,          Chemical manufacturing,593
38000,North Dakota,542,          Plastics and rubber products manufacturing,1559
38000,North Dakota,600,      Wholesale trade,25568
38000,North Dakota,700,      Retail trade,57219
38000,North Dakota,701,        Motor vehicle and parts dealers,7559
38000,North Dakota,702,        Furniture and home furnishings stores,1618
38000,North Dakota,703,        Electronics and appliance stores,1449
38000,North Dakota,704,        Building material and garden equipment and supplies dealers,5303
38000,North Dakota,705,        Food and beverage stores,7527
38000,North Dakota,706,        Health and personal care stores,3231
38000,North Dakota,707,        Gasoline stations,5510
38000,North Dakota,708,        Clothing and clothing accessories stores,3175
38000,North Dakota,709,"        Sporting goods, hobby, musical instrument, and book stores",2696
38000,North Dakota,711,        General merchandise stores,8081
38000,North Dakota,712,        Miscellaneous store retailers,4109
38000,North Dakota,713,        Nonstore retailers,6961
38000,North Dakota,800,      Transportation and warehousing,26336
38000,North Dakota,801,        Air transportation,230
38000,North Dakota,802,        Rail transportation,1546
38000,North Dakota,803,        Water transportation,42
38000,North Dakota,804,        Truck transportation,13782
38000,North Dakota,805,        Transit and ground passenger transportation,3314
38000,North Dakota,806,        Pipeline transportation,1416
38000,North Dakota,807,        Scenic and sightseeing transportation,(D)
38000,North Dakota,808,        Support activities for transportation,2277
38000,North Dakota,809,        Couriers and messengers,(D)
38000,North Dakota,811,        Warehousing and storage,935
38000,North Dakota,900,      Information,6981
38000,North Dakota,901,        Publishing industries (except Internet),2695
38000,North Dakota,902,        Motion picture and sound recording industries,527
38000,North Dakota,903,        Broadcasting (except Internet),1173
38000,North Dakota,904,        Internet publishing and broadcasting 3/,(NA)
38000,North Dakota,905,        Telecommunications,1899
38000,North Dakota,906,"        Data processing, hosting, and related services",640
38000,North Dakota,907,        Other information services 3/,47
38000,North Dakota,1000,      Finance and insurance,28454
38000,North Dakota,1001,        Monetary Authorities-central bank,(D)
38000,North Dakota,1002,        Credit intermediation and related activities,10165
38000,North Dakota,1003,"        Securities, commodity contracts, and other financial investments and related activities",5783
38000,North Dakota,1004,        Insurance carriers and related activities,11429
38000,North Dakota,1005,"        Funds, trusts, and other financial vehicles",(D)
38000,North Dakota,1100,      Real estate and rental and leasing,26035
38000,North Dakota,1101,        Real estate,22688
38000,North Dakota,1102,        Rental and leasing services,3280
38000,North Dakota,1103,        Lessors of nonfinancial intangible assets (except copyrighted works),67
38000,North Dakota,1200,"      Professional, scientific, and technical services",23863
38000,North Dakota,1300,      Management of companies and enterprises,4110
38000,North Dakota,1400,      Administrative and support and waste management and remediation services,18395
38000,North Dakota,1401,        Administrative and support services,17468
38000,North Dakota,1402,        Waste management and remediation services,927
38000,North Dakota,1500,      Educational services,6661
38000,North Dakota,1600,      Health care and social assistance,70307
38000,North Dakota,1601,        Ambulatory health care services,16949
38000,North Dakota,1602,        Hospitals,23629
38000,North Dakota,1603,        Nursing and residential care facilities,16321
38000,North Dakota,1604,        Social assistance,13408
38000,North Dakota,1700,"      Arts, entertainment, and recreation",10007
38000,North Dakota,1701,"        Performing arts, spectator sports, and related industries",4533
38000,North Dakota,1702,"        Museums, historical sites, and similar institutions",233
38000,North Dakota,1703,"        Amusement, gambling, and recreation industries",5241
38000,North Dakota,1800,      Accommodation and food services,37966
38000,North Dakota,1801,        Accommodation,7513
38000,North Dakota,1802,        Food services and drinking places,30453
38000,North Dakota,1900,      Other services (except government and government enterprises),27251
38000,North Dakota,1901,        Repair and maintenance,7441
38000,North Dakota,1902,        Personal and laundry services,9626
38000,North Dakota,1903,"        Religious, grantmaking, civic, professional, and similar organizations",8849
38000,North Dakota,1904,        Private households,1335
38000,North Dakota,2000,    Government and government enterprises,89010
38000,North Dakota,2001,      Federal civilian,9320
38000,North Dakota,2002,      Military,11872
38000,North Dakota,2010,      State and local,67818
38000,North Dakota,2011,        State government,23386
38000,North Dakota,2012,        Local government,44432
39000,Ohio,,Employment by place of work,
39000,Ohio,10,Total employment (number of jobs),7142330
39000,Ohio,,By type,
39000,Ohio,20,  Wage and salary employment,5701013
39000,Ohio,40,  Proprietors employment,1441317
39000,Ohio,50,    Farm proprietors employment,70628
39000,Ohio,60,    Nonfarm proprietors employment 2/,1370689
39000,Ohio,,By industry,
39000,Ohio,70,  Farm employment,86259
39000,Ohio,80,  Nonfarm employment,7056071
39000,Ohio,90,    Private nonfarm employment,6242241
39000,Ohio,100,"      Forestry, fishing, and related activities",16055
39000,Ohio,101,        Forestry and logging,2518
39000,Ohio,102,"        Fishing, hunting and trapping",995
39000,Ohio,103,        Support activities for agriculture and forestry,12542
39000,Ohio,200,"      Mining, quarrying, and oil and gas extraction",23361
39000,Ohio,201,        Oil and gas extraction,11361
39000,Ohio,202,        Mining (except oil and gas),5121
39000,Ohio,203,        Support activities for mining,6879
39000,Ohio,300,      Utilities,19419
39000,Ohio,400,      Construction,358094
39000,Ohio,401,        Construction of buildings,76843
39000,Ohio,402,        Heavy and civil engineering construction,36598
39000,Ohio,403,        Specialty trade contractors,244653
39000,Ohio,500,      Manufacturing,730482
39000,Ohio,510,        Durable goods manufacturing,491990
39000,Ohio,511,          Wood product manufacturing,15943
39000,Ohio,512,          Nonmetallic mineral product manufacturing,28658
39000,Ohio,513,          Primary metal manufacturing,36503
39000,Ohio,514,          Fabricated metal product manufacturing,105453
39000,Ohio,515,          Machinery manufacturing,82572
39000,Ohio,516,          Computer and electronic product manufacturing,22059
39000,Ohio,517,"          Electrical equipment, appliance, and component manufacturing",27195
39000,Ohio,518,"          Motor vehicles, bodies and trailers, and parts manufacturing",107304
39000,Ohio,519,          Other transportation equipment manufacturing,22117
39000,Ohio,521,          Furniture and related product manufacturing,17140
39000,Ohio,522,          Miscellaneous manufacturing,27046
39000,Ohio,530,        Nondurable goods manufacturing,238492
39000,Ohio,531,          Food manufacturing,62803
39000,Ohio,532,          Beverage and tobacco product manufacturing,11032
39000,Ohio,533,          Textile mills,2049
39000,Ohio,534,          Textile product mills,2696
39000,Ohio,535,          Apparel manufacturing,2527
39000,Ohio,536,          Leather and allied product manufacturing,1356
39000,Ohio,537,          Paper manufacturing,20624
39000,Ohio,538,          Printing and related support activities,23149
39000,Ohio,539,          Petroleum and coal products manufacturing,4971
39000,Ohio,541,          Chemical manufacturing,47673
39000,Ohio,542,          Plastics and rubber products manufacturing,59612
39000,Ohio,600,      Wholesale trade,257132
39000,Ohio,700,      Retail trade,673743
39000,Ohio,701,        Motor vehicle and parts dealers,88595
39000,Ohio,702,        Furniture and home furnishings stores,16138
39000,Ohio,703,        Electronics and appliance stores,15926
39000,Ohio,704,        Building material and garden equipment and supplies dealers,54024
39000,Ohio,705,        Food and beverage stores,106009
39000,Ohio,706,        Health and personal care stores,42607
39000,Ohio,707,        Gasoline stations,37951
39000,Ohio,708,        Clothing and clothing accessories stores,42155
39000,Ohio,709,"        Sporting goods, hobby, musical instrument, and book stores",24031
39000,Ohio,711,        General merchandise stores,110787
39000,Ohio,712,        Miscellaneous store retailers,54739
39000,Ohio,713,        Nonstore retailers,80781
39000,Ohio,800,      Transportation and warehousing,315799
39000,Ohio,801,        Air transportation,10848
39000,Ohio,802,        Rail transportation,6613
39000,Ohio,803,        Water transportation,887
39000,Ohio,804,        Truck transportation,104056
39000,Ohio,805,        Transit and ground passenger transportation,49003
39000,Ohio,806,        Pipeline transportation,2187
39000,Ohio,807,        Scenic and sightseeing transportation,594
39000,Ohio,808,        Support activities for transportation,25260
39000,Ohio,809,        Couriers and messengers,51308
39000,Ohio,811,        Warehousing and storage,65043
39000,Ohio,900,      Information,86465
39000,Ohio,901,        Publishing industries (except Internet),25113
39000,Ohio,902,        Motion picture and sound recording industries,8351
39000,Ohio,903,        Broadcasting (except Internet),7611
39000,Ohio,904,        Internet publishing and broadcasting 3/,(NA)
39000,Ohio,905,        Telecommunications,27677
39000,Ohio,906,"        Data processing, hosting, and related services",11023
39000,Ohio,907,        Other information services 3/,6690
39000,Ohio,1000,      Finance and insurance,363234
39000,Ohio,1001,        Monetary Authorities-central bank,(D)
39000,Ohio,1002,        Credit intermediation and related activities,101658
39000,Ohio,1003,"        Securities, commodity contracts, and other financial investments and related activities",91243
39000,Ohio,1004,        Insurance carriers and related activities,155624
39000,Ohio,1005,"        Funds, trusts, and other financial vehicles",(D)
39000,Ohio,1100,      Real estate and rental and leasing,291707
39000,Ohio,1101,        Real estate,264731
39000,Ohio,1102,        Rental and leasing services,26210
39000,Ohio,1103,        Lessors of nonfinancial intangible assets (except copyrighted works),766
39000,Ohio,1200,"      Professional, scientific, and technical services",411487
39000,Ohio,1300,      Management of companies and enterprises,151337
39000,Ohio,1400,      Administrative and support and waste management and remediation services,425923
39000,Ohio,1401,        Administrative and support services,406052
39000,Ohio,1402,        Waste management and remediation services,19871
39000,Ohio,1500,      Educational services,147340
39000,Ohio,1600,      Health care and social assistance,912213
39000,Ohio,1601,        Ambulatory health care services,328359
39000,Ohio,1602,        Hospitals,259808
39000,Ohio,1603,        Nursing and residential care facilities,173015
39000,Ohio,1604,        Social assistance,151031
39000,Ohio,1700,"      Arts, entertainment, and recreation",153122
39000,Ohio,1701,"        Performing arts, spectator sports, and related industries",74924
39000,Ohio,1702,"        Museums, historical sites, and similar institutions",8405
39000,Ohio,1703,"        Amusement, gambling, and recreation industries",69793
39000,Ohio,1800,      Accommodation and food services,523311
39000,Ohio,1801,        Accommodation,44885
39000,Ohio,1802,        Food services and drinking places,478426
39000,Ohio,1900,      Other services (except government and government enterprises),382017
39000,Ohio,1901,        Repair and maintenance,84063
39000,Ohio,1902,        Personal and laundry services,144255
39000,Ohio,1903,"        Religious, grantmaking, civic, professional, and similar organizations",128199
39000,Ohio,1904,        Private households,25500
39000,Ohio,2000,    Government and government enterprises,813830
39000,Ohio,2001,      Federal civilian,79790
39000,Ohio,2002,      Military,35812
39000,Ohio,2010,      State and local,698228
39000,Ohio,2011,        State government,178117
39000,Ohio,2012,        Local government,520111
40000,Oklahoma,,Employment by place of work,
40000,Oklahoma,10,Total employment (number of jobs),2336794
40000,Oklahoma,,By type,
40000,Oklahoma,20,  Wage and salary employment,1736582
40000,Oklahoma,40,  Proprietors employment,600212
40000,Oklahoma,50,    Farm proprietors employment,70647
40000,Oklahoma,60,    Nonfarm proprietors employment 2/,529565
40000,Oklahoma,,By industry,
40000,Oklahoma,70,  Farm employment,76389
40000,Oklahoma,80,  Nonfarm employment,2260405
40000,Oklahoma,90,    Private nonfarm employment,1886626
40000,Oklahoma,100,"      Forestry, fishing, and related activities",10236
40000,Oklahoma,101,        Forestry and logging,(D)
40000,Oklahoma,102,"        Fishing, hunting and trapping",(D)
40000,Oklahoma,103,        Support activities for agriculture and forestry,8855
40000,Oklahoma,200,"      Mining, quarrying, and oil and gas extraction",98057
40000,Oklahoma,201,        Oil and gas extraction,59283
40000,Oklahoma,202,        Mining (except oil and gas),3471
40000,Oklahoma,203,        Support activities for mining,35303
40000,Oklahoma,300,      Utilities,11135
40000,Oklahoma,400,      Construction,135721
40000,Oklahoma,401,        Construction of buildings,24441
40000,Oklahoma,402,        Heavy and civil engineering construction,22977
40000,Oklahoma,403,        Specialty trade contractors,88303
40000,Oklahoma,500,      Manufacturing,150260
40000,Oklahoma,510,        Durable goods manufacturing,102723
40000,Oklahoma,511,          Wood product manufacturing,2336
40000,Oklahoma,512,          Nonmetallic mineral product manufacturing,7390
40000,Oklahoma,513,          Primary metal manufacturing,3939
40000,Oklahoma,514,          Fabricated metal product manufacturing,25461
40000,Oklahoma,515,          Machinery manufacturing,27772
40000,Oklahoma,516,          Computer and electronic product manufacturing,4109
40000,Oklahoma,517,"          Electrical equipment, appliance, and component manufacturing",3634
40000,Oklahoma,518,"          Motor vehicles, bodies and trailers, and parts manufacturing",(D)
40000,Oklahoma,519,          Other transportation equipment manufacturing,14394
40000,Oklahoma,521,          Furniture and related product manufacturing,(D)
40000,Oklahoma,522,          Miscellaneous manufacturing,4690
40000,Oklahoma,530,        Nondurable goods manufacturing,47537
40000,Oklahoma,531,          Food manufacturing,18919
40000,Oklahoma,532,          Beverage and tobacco product manufacturing,2671
40000,Oklahoma,533,          Textile mills,232
40000,Oklahoma,534,          Textile product mills,664
40000,Oklahoma,535,          Apparel manufacturing,842
40000,Oklahoma,536,          Leather and allied product manufacturing,378
40000,Oklahoma,537,          Paper manufacturing,3330
40000,Oklahoma,538,          Printing and related support activities,3153
40000,Oklahoma,539,          Petroleum and coal products manufacturing,2914
40000,Oklahoma,541,          Chemical manufacturing,4214
40000,Oklahoma,542,          Plastics and rubber products manufacturing,10220
40000,Oklahoma,600,      Wholesale trade,63919
40000,Oklahoma,700,      Retail trade,224962
40000,Oklahoma,701,        Motor vehicle and parts dealers,30196
40000,Oklahoma,702,        Furniture and home furnishings stores,5818
40000,Oklahoma,703,        Electronics and appliance stores,5228
40000,Oklahoma,704,        Building material and garden equipment and supplies dealers,18585
40000,Oklahoma,705,        Food and beverage stores,23643
40000,Oklahoma,706,        Health and personal care stores,14154
40000,Oklahoma,707,        Gasoline stations,18315
40000,Oklahoma,708,        Clothing and clothing accessories stores,13172
40000,Oklahoma,709,"        Sporting goods, hobby, musical instrument, and book stores",8083
40000,Oklahoma,711,        General merchandise stores,42407
40000,Oklahoma,712,        Miscellaneous store retailers,22562
40000,Oklahoma,713,        Nonstore retailers,22799
40000,Oklahoma,800,      Transportation and warehousing,81204
40000,Oklahoma,801,        Air transportation,1871
40000,Oklahoma,802,        Rail transportation,1844
40000,Oklahoma,803,        Water transportation,28
40000,Oklahoma,804,        Truck transportation,29988
40000,Oklahoma,805,        Transit and ground passenger transportation,8729
40000,Oklahoma,806,        Pipeline transportation,2968
40000,Oklahoma,807,        Scenic and sightseeing transportation,159
40000,Oklahoma,808,        Support activities for transportation,8204
40000,Oklahoma,809,        Couriers and messengers,11200
40000,Oklahoma,811,        Warehousing and storage,16213
40000,Oklahoma,900,      Information,25507
40000,Oklahoma,901,        Publishing industries (except Internet),5274
40000,Oklahoma,902,        Motion picture and sound recording industries,2788
40000,Oklahoma,903,        Broadcasting (except Internet),3544
40000,Oklahoma,904,        Internet publishing and broadcasting 3/,(NA)
40000,Oklahoma,905,        Telecommunications,10706
40000,Oklahoma,906,"        Data processing, hosting, and related services",2276
40000,Oklahoma,907,        Other information services 3/,919
40000,Oklahoma,1000,      Finance and insurance,110852
40000,Oklahoma,1001,        Monetary Authorities-central bank,(D)
40000,Oklahoma,1002,        Credit intermediation and related activities,36045
40000,Oklahoma,1003,"        Securities, commodity contracts, and other financial investments and related activities",30157
40000,Oklahoma,1004,        Insurance carriers and related activities,36568
40000,Oklahoma,1005,"        Funds, trusts, and other financial vehicles",(D)
40000,Oklahoma,1100,      Real estate and rental and leasing,93118
40000,Oklahoma,1101,        Real estate,80513
40000,Oklahoma,1102,        Rental and leasing services,12376
40000,Oklahoma,1103,        Lessors of nonfinancial intangible assets (except copyrighted works),229
40000,Oklahoma,1200,"      Professional, scientific, and technical services",120162
40000,Oklahoma,1300,      Management of companies and enterprises,24283
40000,Oklahoma,1400,      Administrative and support and waste management and remediation services,140580
40000,Oklahoma,1401,        Administrative and support services,136278
40000,Oklahoma,1402,        Waste management and remediation services,4302
40000,Oklahoma,1500,      Educational services,31262
40000,Oklahoma,1600,      Health care and social assistance,223562
40000,Oklahoma,1601,        Ambulatory health care services,91322
40000,Oklahoma,1602,        Hospitals,55053
40000,Oklahoma,1603,        Nursing and residential care facilities,36002
40000,Oklahoma,1604,        Social assistance,41185
40000,Oklahoma,1700,"      Arts, entertainment, and recreation",37629
40000,Oklahoma,1701,"        Performing arts, spectator sports, and related industries",19216
40000,Oklahoma,1702,"        Museums, historical sites, and similar institutions",1681
40000,Oklahoma,1703,"        Amusement, gambling, and recreation industries",16732
40000,Oklahoma,1800,      Accommodation and food services,171204
40000,Oklahoma,1801,        Accommodation,17327
40000,Oklahoma,1802,        Food services and drinking places,153877
40000,Oklahoma,1900,      Other services (except government and government enterprises),132973
40000,Oklahoma,1901,        Repair and maintenance,29585
40000,Oklahoma,1902,        Personal and laundry services,48034
40000,Oklahoma,1903,"        Religious, grantmaking, civic, professional, and similar organizations",44141
40000,Oklahoma,1904,        Private households,11213
40000,Oklahoma,2000,    Government and government enterprises,373779
40000,Oklahoma,2001,      Federal civilian,49767
40000,Oklahoma,2002,      Military,34740
40000,Oklahoma,2010,      State and local,289272
40000,Oklahoma,2011,        State government,78536
40000,Oklahoma,2012,        Local government,210736
41000,Oregon,,Employment by place of work,
41000,Oregon,10,Total employment (number of jobs),2619624
41000,Oregon,,By type,
41000,Oregon,20,  Wage and salary employment,2021591
41000,Oregon,40,  Proprietors employment,598033
41000,Oregon,50,    Farm proprietors employment,35045
41000,Oregon,60,    Nonfarm proprietors employment 2/,562988
41000,Oregon,,By industry,
41000,Oregon,70,  Farm employment,68602
41000,Oregon,80,  Nonfarm employment,2551022
41000,Oregon,90,    Private nonfarm employment,2254708
41000,Oregon,100,"      Forestry, fishing, and related activities",33668
41000,Oregon,101,        Forestry and logging,8560
41000,Oregon,102,"        Fishing, hunting and trapping",3277
41000,Oregon,103,        Support activities for agriculture and forestry,21831
41000,Oregon,200,"      Mining, quarrying, and oil and gas extraction",4341
41000,Oregon,201,        Oil and gas extraction,1323
41000,Oregon,202,        Mining (except oil and gas),2762
41000,Oregon,203,        Support activities for mining,256
41000,Oregon,300,      Utilities,5069
41000,Oregon,400,      Construction,146955
41000,Oregon,401,        Construction of buildings,42852
41000,Oregon,402,        Heavy and civil engineering construction,12583
41000,Oregon,403,        Specialty trade contractors,91520
41000,Oregon,500,      Manufacturing,214380
41000,Oregon,510,        Durable goods manufacturing,147060
41000,Oregon,511,          Wood product manufacturing,24296
41000,Oregon,512,          Nonmetallic mineral product manufacturing,6123
41000,Oregon,513,          Primary metal manufacturing,9417
41000,Oregon,514,          Fabricated metal product manufacturing,18167
41000,Oregon,515,          Machinery manufacturing,15023
41000,Oregon,516,          Computer and electronic product manufacturing,39071
41000,Oregon,517,"          Electrical equipment, appliance, and component manufacturing",2952
41000,Oregon,518,"          Motor vehicles, bodies and trailers, and parts manufacturing",5845
41000,Oregon,519,          Other transportation equipment manufacturing,7189
41000,Oregon,521,          Furniture and related product manufacturing,7172
41000,Oregon,522,          Miscellaneous manufacturing,11805
41000,Oregon,530,        Nondurable goods manufacturing,67320
41000,Oregon,531,          Food manufacturing,31699
41000,Oregon,532,          Beverage and tobacco product manufacturing,8275
41000,Oregon,533,          Textile mills,167
41000,Oregon,534,          Textile product mills,1161
41000,Oregon,535,          Apparel manufacturing,1634
41000,Oregon,536,          Leather and allied product manufacturing,969
41000,Oregon,537,          Paper manufacturing,4001
41000,Oregon,538,          Printing and related support activities,5454
41000,Oregon,539,          Petroleum and coal products manufacturing,598
41000,Oregon,541,          Chemical manufacturing,6281
41000,Oregon,542,          Plastics and rubber products manufacturing,7081
41000,Oregon,600,      Wholesale trade,84334
41000,Oregon,700,      Retail trade,259275
41000,Oregon,701,        Motor vehicle and parts dealers,29432
41000,Oregon,702,        Furniture and home furnishings stores,7431
41000,Oregon,703,        Electronics and appliance stores,6445
41000,Oregon,704,        Building material and garden equipment and supplies dealers,17337
41000,Oregon,705,        Food and beverage stores,45524
41000,Oregon,706,        Health and personal care stores,10696
41000,Oregon,707,        Gasoline stations,11665
41000,Oregon,708,        Clothing and clothing accessories stores,18512
41000,Oregon,709,"        Sporting goods, hobby, musical instrument, and book stores",12391
41000,Oregon,711,        General merchandise stores,41289
41000,Oregon,712,        Miscellaneous store retailers,27938
41000,Oregon,713,        Nonstore retailers,30615
41000,Oregon,800,      Transportation and warehousing,102047
41000,Oregon,801,        Air transportation,5759
41000,Oregon,802,        Rail transportation,(D)
41000,Oregon,803,        Water transportation,399
41000,Oregon,804,        Truck transportation,26004
41000,Oregon,805,        Transit and ground passenger transportation,23713
41000,Oregon,806,        Pipeline transportation,(D)
41000,Oregon,807,        Scenic and sightseeing transportation,652
41000,Oregon,808,        Support activities for transportation,9220
41000,Oregon,809,        Couriers and messengers,19807
41000,Oregon,811,        Warehousing and storage,14227
41000,Oregon,900,      Information,44083
41000,Oregon,901,        Publishing industries (except Internet),18750
41000,Oregon,902,        Motion picture and sound recording industries,6651
41000,Oregon,903,        Broadcasting (except Internet),3160
41000,Oregon,904,        Internet publishing and broadcasting 3/,(NA)
41000,Oregon,905,        Telecommunications,6718
41000,Oregon,906,"        Data processing, hosting, and related services",6726
41000,Oregon,907,        Other information services 3/,2078
41000,Oregon,1000,      Finance and insurance,99576
41000,Oregon,1001,        Monetary Authorities-central bank,(D)
41000,Oregon,1002,        Credit intermediation and related activities,28460
41000,Oregon,1003,"        Securities, commodity contracts, and other financial investments and related activities",29586
41000,Oregon,1004,        Insurance carriers and related activities,37100
41000,Oregon,1005,"        Funds, trusts, and other financial vehicles",(D)
41000,Oregon,1100,      Real estate and rental and leasing,124714
41000,Oregon,1101,        Real estate,114723
41000,Oregon,1102,        Rental and leasing services,9534
41000,Oregon,1103,        Lessors of nonfinancial intangible assets (except copyrighted works),457
41000,Oregon,1200,"      Professional, scientific, and technical services",177223
41000,Oregon,1300,      Management of companies and enterprises,52968
41000,Oregon,1400,      Administrative and support and waste management and remediation services,135314
41000,Oregon,1401,        Administrative and support services,129034
41000,Oregon,1402,        Waste management and remediation services,6280
41000,Oregon,1500,      Educational services,57097
41000,Oregon,1600,      Health care and social assistance,304559
41000,Oregon,1601,        Ambulatory health care services,116458
41000,Oregon,1602,        Hospitals,60334
41000,Oregon,1603,        Nursing and residential care facilities,55687
41000,Oregon,1604,        Social assistance,72080
41000,Oregon,1700,"      Arts, entertainment, and recreation",69436
41000,Oregon,1701,"        Performing arts, spectator sports, and related industries",43255
41000,Oregon,1702,"        Museums, historical sites, and similar institutions",1965
41000,Oregon,1703,"        Amusement, gambling, and recreation industries",24216
41000,Oregon,1800,      Accommodation and food services,204388
41000,Oregon,1801,        Accommodation,32208
41000,Oregon,1802,        Food services and drinking places,172180
41000,Oregon,1900,      Other services (except government and government enterprises),135281
41000,Oregon,1901,        Repair and maintenance,30306
41000,Oregon,1902,        Personal and laundry services,46030
41000,Oregon,1903,"        Religious, grantmaking, civic, professional, and similar organizations",41161
41000,Oregon,1904,        Private households,17784
41000,Oregon,2000,    Government and government enterprises,296314
41000,Oregon,2001,      Federal civilian,28548
41000,Oregon,2002,      Military,11388
41000,Oregon,2010,      State and local,256378
41000,Oregon,2011,        State government,41178
41000,Oregon,2012,        Local government,215200
42000,Pennsylvania,,Employment by place of work,
42000,Pennsylvania,10,Total employment (number of jobs),7873779
42000,Pennsylvania,,By type,
42000,Pennsylvania,20,  Wage and salary employment,6279312
42000,Pennsylvania,40,  Proprietors employment,1594467
42000,Pennsylvania,50,    Farm proprietors employment,48567
42000,Pennsylvania,60,    Nonfarm proprietors employment 2/,1545900
42000,Pennsylvania,,By industry,
42000,Pennsylvania,70,  Farm employment,68971
42000,Pennsylvania,80,  Nonfarm employment,7804808
42000,Pennsylvania,90,    Private nonfarm employment,7032545
42000,Pennsylvania,100,"      Forestry, fishing, and related activities",19458
