"States and selected areas:  Employment status of the civilian noninstitutional population,",,,,,,,,,,
"January 1976 to date, not seasonally adjusted",,,,,,,,,,
,,,,,,,,,,
FIPS Code,State and area,Period,,Civilian non-institutional population,Civilian labor force,,,,,
24,Maryland,2004,04,"4,196,057   ","2,858,638   ",68.1   ,"2,745,825   ",65.4   ,"112,813   ",3.9   
25,Massachusetts,2004,04,"5,039,418   ","3,373,756   ",66.9   ,"3,203,377   ",63.6   ,"170,379   ",5.1   
26,Michigan,2004,04,"7,697,912   ","4,987,955   ",64.8   ,"4,669,502   ",60.7   ,"318,453   ",6.4   
27,Minnesota,2004,04,"3,885,547   ","2,869,697   ",73.9   ,"2,736,524   ",70.4   ,"133,173   ",4.6   
28,Mississippi,2004,04,"2,131,602   ","1,303,077   ",61.1   ,"1,236,302   ",58.0   ,"66,775   ",5.1   
29,Missouri,2004,04,"4,376,314   ","3,006,255   ",68.7   ,"2,845,381   ",65.0   ,"160,874   ",5.4   
30,Montana,2004,04,"715,828   ","479,656   ",67.0   ,"456,606   ",63.8   ,"23,050   ",4.8   
31,Nebraska,2004,04,"1,312,946   ","967,674   ",73.7   ,"932,696   ",71.0   ,"34,978   ",3.6   
32,Nevada,2004,04,"1,742,523   ","1,167,104   ",67.0   ,"1,116,395   ",64.1   ,"50,709   ",4.3   
33,New Hampshire,2004,04,"1,004,434   ","707,550   ",70.4   ,"680,686   ",67.8   ,"26,864   ",3.8   
34,New Jersey,2004,04,"6,595,619   ","4,334,235   ",65.7   ,"4,119,016   ",62.5   ,"215,219   ",5.0   
35,New Mexico,2004,04,"1,408,466   ","895,097   ",63.6   ,"847,318   ",60.2   ,"47,779   ",5.3   
36,New York,2004,04,"14,899,208   ","9,257,768   ",62.1   ,"8,715,329   ",58.5   ,"542,439   ",5.9   
51000,New York city,2004,04,"6,354,400   ","3,707,770   ",58.3   ,"3,443,129   ",54.2   ,"264,641   ",7.1   
37,North Carolina,2004,04,"6,429,598   ","4,238,133   ",65.9   ,"4,009,336   ",62.4   ,"228,797   ",5.4   
38,North Dakota,2004,04,"488,649   ","349,283   ",71.5   ,"337,325   ",69.0   ,"11,958   ",3.4   
39,Ohio,2004,04,"8,775,765   ","5,831,648   ",66.5   ,"5,477,147   ",62.4   ,"354,501   ",6.1   
40,Oklahoma,2004,04,"2,634,528   ","1,679,567   ",63.8   ,"1,602,836   ",60.8   ,"76,731   ",4.6   
41,Oregon,2004,04,"2,774,282   ","1,833,717   ",66.1   ,"1,696,303   ",61.1   ,"137,414   ",7.5   
42,Pennsylvania,2004,04,"9,637,810   ","6,149,684   ",63.8   ,"5,837,733   ",60.6   ,"311,951   ",5.1   
44,Rhode Island,2004,04,"837,134   ","554,124   ",66.2   ,"524,391   ",62.6   ,"29,733   ",5.4   
45,South Carolina,2004,04,"3,167,741   ","2,018,952   ",63.7   ,"1,892,348   ",59.7   ,"126,604   ",6.3   
46,South Dakota,2004,04,"581,297   ","424,937   ",73.1   ,"410,265   ",70.6   ,"14,672   ",3.5   
47,Tennessee,2004,04,"4,528,589   ","2,855,892   ",63.1   ,"2,720,753   ",60.1   ,"135,139   ",4.7   
48,Texas,2004,04,"16,261,719   ","10,940,499   ",67.3   ,"10,313,069   ",63.4   ,"627,430   ",5.7   
49,Utah,2004,04,"1,721,363   ","1,214,521   ",70.6   ,"1,154,002   ",67.0   ,"60,519   ",5.0   
50,Vermont,2004,04,"490,939   ","343,774   ",70.0   ,"329,578   ",67.1   ,"14,196   ",4.1   
51,Virginia,2004,04,"5,594,632   ","3,772,672   ",67.4   ,"3,636,040   ",65.0   ,"136,632   ",3.6   
53,Washington,2004,04,"4,720,436   ","3,172,455   ",67.2   ,"2,973,462   ",63.0   ,"198,993   ",6.3   
54,West Virginia,2004,04,"1,432,210   ","784,062   ",54.7   ,"740,132   ",51.7   ,"43,930   ",5.6   
55,Wisconsin,2004,04,"4,238,868   ","3,017,833   ",71.2   ,"2,858,842   ",67.4   ,"158,991   ",5.3   
56,Wyoming,2004,04,"385,368   ","272,410   ",70.7   ,"262,174   ",68.0   ,"10,236   ",3.8   
01,Alabama,2004,05,"3,439,685   ","2,123,720   ",61.7   ,"2,009,573   ",58.4   ,"114,147   ",5.4   
02,Alaska,2004,05,"469,843   ","335,229   ",71.3   ,"310,524   ",66.1   ,"24,705   ",7.4   
04,Arizona,2004,05,"4,283,321   ","2,770,618   ",64.7   ,"2,634,856   ",61.5   ,"135,762   ",4.9   
05,Arkansas,2004,05,"2,084,280   ","1,298,453   ",62.3   ,"1,223,139   ",58.7   ,"75,314   ",5.8   
06,California,2004,05,"26,467,780   ","17,269,858   ",65.2   ,"16,247,363   ",61.4   ,"1,022,495   ",5.9   
037,Los Angeles County,2004,05,"7,331,160   ","4,731,386   ",64.5   ,"4,426,026   ",60.4   ,"305,360   ",6.5   
08,Colorado,2004,05,"3,483,817   ","2,509,084   ",72.0   ,"2,376,972   ",68.2   ,"132,112   ",5.3   
09,Connecticut,2004,05,"2,662,777   ","1,773,400   ",66.6   ,"1,684,526   ",63.3   ,"88,874   ",5.0   
10,Delaware,2004,05,"631,130   ","418,126   ",66.3   ,"403,427   ",63.9   ,"14,699   ",3.5   
11,District of Columbia,2004,05,"462,896   ","306,965   ",66.3   ,"284,130   ",61.4   ,"22,835   ",7.4   
12,Florida,2004,05,"13,513,490   ","8,399,106   ",62.2   ,"8,025,667   ",59.4   ,"373,439   ",4.4   
13,Georgia,2004,05,"6,569,512   ","4,426,270   ",67.4   ,"4,225,847   ",64.3   ,"200,423   ",4.5   
15,Hawaii,2004,05,"940,006   ","608,371   ",64.7   ,"588,778   ",62.6   ,"19,593   ",3.2   
16,Idaho,2004,05,"1,024,783   ","698,544   ",68.2   ,"668,043   ",65.2   ,"30,501   ",4.4   
17,Illinois,2004,05,"9,552,159   ","6,282,019   ",65.8   ,"5,907,338   ",61.8   ,"374,681   ",6.0   
18,Indiana,2004,05,"4,710,339   ","3,167,139   ",67.2   ,"3,006,956   ",63.8   ,"160,183   ",5.1   
19,Iowa,2004,05,"2,261,286   ","1,591,027   ",70.4   ,"1,525,981   ",67.5   ,"65,046   ",4.1   
20,Kansas,2004,05,"2,049,973   ","1,454,781   ",71.0   ,"1,378,286   ",67.2   ,"76,495   ",5.3   
21,Kentucky,2004,05,"3,171,919   ","1,965,153   ",62.0   ,"1,857,546   ",58.6   ,"107,607   ",5.5   
22,Louisiana,2004,05,"3,338,628   ","2,028,101   ",60.7   ,"1,908,531   ",57.2   ,"119,570   ",5.9   
23,Maine,2004,05,"1,034,531   ","678,677   ",65.6   ,"649,130   ",62.7   ,"29,547   ",4.4   
24,Maryland,2004,05,"4,200,421   ","2,873,038   ",68.4   ,"2,755,326   ",65.6   ,"117,712   ",4.1   
25,Massachusetts,2004,05,"5,040,822   ","3,374,639   ",66.9   ,"3,203,592   ",63.6   ,"171,047   ",5.1   
26,Michigan,2004,05,"7,701,567   ","5,057,232   ",65.7   ,"4,712,755   ",61.2   ,"344,477   ",6.8   
27,Minnesota,2004,05,"3,888,600   ","2,875,171   ",73.9   ,"2,752,643   ",70.8   ,"122,528   ",4.3   
28,Mississippi,2004,05,"2,132,985   ","1,312,623   ",61.5   ,"1,234,657   ",57.9   ,"77,966   ",5.9   
29,Missouri,2004,05,"4,380,004   ","3,009,263   ",68.7   ,"2,843,040   ",64.9   ,"166,223   ",5.5   
30,Montana,2004,05,"716,704   ","481,075   ",67.1   ,"460,305   ",64.2   ,"20,770   ",4.3   
31,Nebraska,2004,05,"1,313,691   ","972,206   ",74.0   ,"936,518   ",71.3   ,"35,688   ",3.7   
32,Nevada,2004,05,"1,748,307   ","1,170,002   ",66.9   ,"1,122,280   ",64.2   ,"47,722   ",4.1   
33,New Hampshire,2004,05,"1,005,683   ","711,157   ",70.7   ,"685,491   ",68.2   ,"25,666   ",3.6   
34,New Jersey,2004,05,"6,598,180   ","4,328,520   ",65.6   ,"4,125,498   ",62.5   ,"203,022   ",4.7   
35,New Mexico,2004,05,"1,410,153   ","894,065   ",63.4   ,"846,804   ",60.1   ,"47,261   ",5.3   
36,New York,2004,05,"14,907,325   ","9,271,495   ",62.2   ,"8,753,449   ",58.7   ,"518,046   ",5.6   
51000,New York city,2004,05,"6,358,152   ","3,707,658   ",58.3   ,"3,453,192   ",54.3   ,"254,466   ",6.9   
37,North Carolina,2004,05,"6,437,190   ","4,248,524   ",66.0   ,"4,016,782   ",62.4   ,"231,742   ",5.5   
38,North Dakota,2004,05,"489,089   ","353,063   ",72.2   ,"342,621   ",70.1   ,"10,442   ",3.0   
39,Ohio,2004,05,"8,778,817   ","5,847,227   ",66.6   ,"5,503,230   ",62.7   ,"343,997   ",5.9   
40,Oklahoma,2004,05,"2,635,506   ","1,683,631   ",63.9   ,"1,601,844   ",60.8   ,"81,787   ",4.9   
41,Oregon,2004,05,"2,776,406   ","1,828,138   ",65.8   ,"1,700,189   ",61.2   ,"127,949   ",7.0   
42,Pennsylvania,2004,05,"9,641,784   ","6,183,016   ",64.1   ,"5,855,336   ",60.7   ,"327,680   ",5.3   
44,Rhode Island,2004,05,"837,437   ","554,111   ",66.2   ,"526,223   ",62.8   ,"27,888   ",5.0   
45,South Carolina,2004,05,"3,171,656   ","2,033,909   ",64.1   ,"1,902,942   ",60.0   ,"130,967   ",6.4   
46,South Dakota,2004,05,"581,963   ","428,454   ",73.6   ,"413,319   ",71.0   ,"15,135   ",3.5   
47,Tennessee,2004,05,"4,532,727   ","2,863,173   ",63.2   ,"2,731,412   ",60.3   ,"131,761   ",4.6   
48,Texas,2004,05,"16,284,426   ","10,933,173   ",67.1   ,"10,305,181   ",63.3   ,"627,992   ",5.7   
49,Utah,2004,05,"1,725,073   ","1,223,904   ",70.9   ,"1,162,719   ",67.4   ,"61,185   ",5.0   
50,Vermont,2004,05,"491,303   ","344,924   ",70.2   ,"333,271   ",67.8   ,"11,653   ",3.4   
51,Virginia,2004,05,"5,603,790   ","3,789,626   ",67.6   ,"3,644,322   ",65.0   ,"145,304   ",3.8   
53,Washington,2004,05,"4,727,430   ","3,175,900   ",67.2   ,"2,981,354   ",63.1   ,"194,546   ",6.1   
54,West Virginia,2004,05,"1,432,387   ","786,116   ",54.9   ,"744,295   ",52.0   ,"41,821   ",5.3   
55,Wisconsin,2004,05,"4,242,228   ","3,020,146   ",71.2   ,"2,872,439   ",67.7   ,"147,707   ",4.9   
56,Wyoming,2004,05,"385,715   ","273,197   ",70.8   ,"263,498   ",68.3   ,"9,699   ",3.6   
01,Alabama,2004,06,"3,441,786   ","2,144,802   ",62.3   ,"2,013,057   ",58.5   ,"131,745   ",6.1   
02,Alaska,2004,06,"470,883   ","343,296   ",72.9   ,"317,153   ",67.4   ,"26,143   ",7.6   
04,Arizona,2004,06,"4,294,298   ","2,800,591   ",65.2   ,"2,648,461   ",61.7   ,"152,130   ",5.4   
05,Arkansas,2004,06,"2,086,030   ","1,318,326   ",63.2   ,"1,238,012   ",59.3   ,"80,314   ",6.1   
06,California,2004,06,"26,492,860   ","17,390,009   ",65.6   ,"16,279,135   ",61.4   ,"1,110,874   ",6.4   
037,Los Angeles County,2004,06,"7,335,000   ","4,733,466   ",64.5   ,"4,412,561   ",60.2   ,"320,905   ",6.8   
08,Colorado,2004,06,"3,487,031   ","2,550,473   ",73.1   ,"2,406,275   ",69.0   ,"144,198   ",5.7   
09,Connecticut,2004,06,"2,663,930   ","1,791,961   ",67.3   ,"1,699,222   ",63.8   ,"92,739   ",5.2   
10,Delaware,2004,06,"632,012   ","424,422   ",67.2   ,"406,599   ",64.3   ,"17,823   ",4.2   
11,District of Columbia,2004,06,"463,124   ","314,163   ",67.8   ,"288,185   ",62.2   ,"25,978   ",8.3   
12,Florida,2004,06,"13,540,882   ","8,458,578   ",62.5   ,"8,036,692   ",59.4   ,"421,886   ",5.0   
13,Georgia,2004,06,"6,579,965   ","4,455,807   ",67.7   ,"4,217,777   ",64.1   ,"238,030   ",5.3   
15,Hawaii,2004,06,"941,951   ","614,152   ",65.2   ,"590,268   ",62.7   ,"23,884   ",3.9   
16,Idaho,2004,06,"1,026,647   ","710,086   ",69.2   ,"678,165   ",66.1   ,"31,921   ",4.5   
17,Illinois,2004,06,"9,556,128   ","6,392,980   ",66.9   ,"5,977,097   ",62.5   ,"415,883   ",6.5   
18,Indiana,2004,06,"4,712,898   ","3,197,418   ",67.8   ,"3,027,629   ",64.2   ,"169,789   ",5.3   
19,Iowa,2004,06,"2,262,389   ","1,613,058   ",71.3   ,"1,540,051   ",68.1   ,"73,007   ",4.5   
20,Kansas,2004,06,"2,050,940   ","1,483,146   ",72.3   ,"1,399,684   ",68.2   ,"83,462   ",5.6   
21,Kentucky,2004,06,"3,173,568   ","1,992,017   ",62.8   ,"1,877,594   ",59.2   ,"114,423   ",5.7   
22,Louisiana,2004,06,"3,340,023   ","2,074,577   ",62.1   ,"1,928,744   ",57.7   ,"145,833   ",7.0   
23,Maine,2004,06,"1,035,353   ","694,699   ",67.1   ,"665,030   ",64.2   ,"29,669   ",4.3   
24,Maryland,2004,06,"4,204,763   ","2,912,720   ",69.3   ,"2,779,899   ",66.1   ,"132,821   ",4.6   
25,Massachusetts,2004,06,"5,042,398   ","3,442,204   ",68.3   ,"3,253,075   ",64.5   ,"189,129   ",5.5   
26,Michigan,2004,06,"7,705,357   ","5,120,115   ",66.4   ,"4,740,745   ",61.5   ,"379,370   ",7.4   
27,Minnesota,2004,06,"3,891,730   ","2,908,153   ",74.7   ,"2,765,249   ",71.1   ,"142,904   ",4.9   
28,Mississippi,2004,06,"2,134,430   ","1,326,124   ",62.1   ,"1,235,601   ",57.9   ,"90,523   ",6.8   
29,Missouri,2004,06,"4,383,735   ","3,058,091   ",69.8   ,"2,868,528   ",65.4   ,"189,563   ",6.2   
30,Montana,2004,06,"717,613   ","488,972   ",68.1   ,"465,319   ",64.8   ,"23,653   ",4.8   
31,Nebraska,2004,06,"1,314,476   ","982,550   ",74.7   ,"942,857   ",71.7   ,"39,693   ",4.0   
32,Nevada,2004,06,"1,754,092   ","1,177,881   ",67.2   ,"1,125,467   ",64.2   ,"52,414   ",4.4   
33,New Hampshire,2004,06,"1,006,948   ","723,099   ",71.8   ,"696,102   ",69.1   ,"26,997   ",3.7   
34,New Jersey,2004,06,"6,600,783   ","4,391,622   ",66.5   ,"4,172,826   ",63.2   ,"218,796   ",5.0   
35,New Mexico,2004,06,"1,411,967   ","907,840   ",64.3   ,"851,652   ",60.3   ,"56,188   ",6.2   
36,New York,2004,06,"14,915,696   ","9,429,795   ",63.2   ,"8,879,859   ",59.5   ,"549,936   ",5.8   
51000,New York city,2004,06,"6,361,823   ","3,747,604   ",58.9   ,"3,476,487   ",54.6   ,"271,117   ",7.2   
37,North Carolina,2004,06,"6,444,911   ","4,275,331   ",66.3   ,"4,024,276   ",62.4   ,"251,055   ",5.9   
38,North Dakota,2004,06,"489,541   ","361,673   ",73.9   ,"348,339   ",71.2   ,"13,334   ",3.7   
39,Ohio,2004,06,"8,782,026   ","5,916,786   ",67.4   ,"5,531,978   ",63.0   ,"384,808   ",6.5   
40,Oklahoma,2004,06,"2,636,585   ","1,713,801   ",65.0   ,"1,621,227   ",61.5   ,"92,574   ",5.4   
41,Oregon,2004,06,"2,778,594   ","1,851,648   ",66.6   ,"1,715,079   ",61.7   ,"136,569   ",7.4   
42,Pennsylvania,2004,06,"9,645,900   ","6,270,485   ",65.0   ,"5,911,990   ",61.3   ,"358,495   ",5.7   
44,Rhode Island,2004,06,"837,738   ","561,797   ",67.1   ,"533,618   ",63.7   ,"28,179   ",5.0   
45,South Carolina,2004,06,"3,175,611   ","2,067,640   ",65.1   ,"1,916,197   ",60.3   ,"151,443   ",7.3   
46,South Dakota,2004,06,"582,589   ","436,564   ",74.9   ,"420,579   ",72.2   ,"15,985   ",3.7   
47,Tennessee,2004,06,"4,536,945   ","2,906,103   ",64.1   ,"2,748,742   ",60.6   ,"157,361   ",5.4   
48,Texas,2004,06,"16,307,728   ","11,035,215   ",67.7   ,"10,326,304   ",63.3   ,"708,911   ",6.4   
49,Utah,2004,06,"1,728,855   ","1,239,021   ",71.7   ,"1,171,817   ",67.8   ,"67,204   ",5.4   
50,Vermont,2004,06,"491,680   ","351,945   ",71.6   ,"339,351   ",69.0   ,"12,594   ",3.6   
51,Virginia,2004,06,"5,613,034   ","3,822,500   ",68.1   ,"3,663,721   ",65.3   ,"158,779   ",4.2   
53,Washington,2004,06,"4,734,536   ","3,209,124   ",67.8   ,"3,009,711   ",63.6   ,"199,413   ",6.2   
54,West Virginia,2004,06,"1,432,595   ","795,048   ",55.5   ,"750,666   ",52.4   ,"44,382   ",5.6   
55,Wisconsin,2004,06,"4,245,720   ","3,079,882   ",72.5   ,"2,917,030   ",68.7   ,"162,852   ",5.3   
56,Wyoming,2004,06,"386,088   ","280,396   ",72.6   ,"269,928   ",69.9   ,"10,468   ",3.7   
01,Alabama,2004,07,"3,443,779   ","2,147,973   ",62.4   ,"2,019,963   ",58.7   ,"128,010   ",6.0   
02,Alaska,2004,07,"471,914   ","347,031   ",73.5   ,"324,397   ",68.7   ,"22,634   ",6.5   
04,Arizona,2004,07,"4,305,236   ","2,807,957   ",65.2   ,"2,656,076   ",61.7   ,"151,881   ",5.4   
05,Arkansas,2004,07,"2,087,718   ","1,321,577   ",63.3   ,"1,241,005   ",59.4   ,"80,572   ",6.1   
06,California,2004,07,"26,517,866   ","17,491,733   ",66.0   ,"16,365,070   ",61.7   ,"1,126,663   ",6.4   
037,Los Angeles County,2004,07,"7,338,839   ","4,778,038   ",65.1   ,"4,442,732   ",60.5   ,"335,306   ",7.0   
08,Colorado,2004,07,"3,490,155   ","2,562,431   ",73.4   ,"2,424,658   ",69.5   ,"137,773   ",5.4   
09,Connecticut,2004,07,"2,665,072   ","1,807,873   ",67.8   ,"1,713,266   ",64.3   ,"94,607   ",5.2   
10,Delaware,2004,07,"632,901   ","425,837   ",67.3   ,"408,182   ",64.5   ,"17,655   ",4.1   
11,District of Columbia,2004,07,"463,364   ","319,178   ",68.9   ,"292,337   ",63.1   ,"26,841   ",8.4   
12,Florida,2004,07,"13,568,246   ","8,529,973   ",62.9   ,"8,104,622   ",59.7   ,"425,351   ",5.0   
13,Georgia,2004,07,"6,590,261   ","4,483,847   ",68.0   ,"4,251,023   ",64.5   ,"232,824   ",5.2   
15,Hawaii,2004,07,"943,836   ","617,287   ",65.4   ,"596,666   ",63.2   ,"20,621   ",3.3   
16,Idaho,2004,07,"1,028,503   ","713,351   ",69.4   ,"682,537   ",66.4   ,"30,814   ",4.3   
17,Illinois,2004,07,"9,559,957   ","6,412,245   ",67.1   ,"6,006,452   ",62.8   ,"405,793   ",6.3   
18,Indiana,2004,07,"4,715,326   ","3,210,693   ",68.1   ,"3,035,019   ",64.4   ,"175,674   ",5.5   
19,Iowa,2004,07,"2,263,438   ","1,621,447   ",71.6   ,"1,552,952   ",68.6   ,"68,495   ",4.2   
20,Kansas,2004,07,"2,051,917   ","1,490,179   ",72.6   ,"1,404,940   ",68.5   ,"85,239   ",5.7   
21,Kentucky,2004,07,"3,175,141   ","1,980,643   ",62.4   ,"1,870,261   ",58.9   ,"110,382   ",5.6   
22,Louisiana,2004,07,"3,341,331   ","2,078,718   ",62.2   ,"1,946,469   ",58.3   ,"132,249   ",6.4   
23,Maine,2004,07,"1,036,156   ","703,821   ",67.9   ,"673,834   ",65.0   ,"29,987   ",4.3   
24,Maryland,2004,07,"4,209,075   ","2,945,124   ",70.0   ,"2,813,846   ",66.9   ,"131,278   ",4.5   
25,Massachusetts,2004,07,"5,043,821   ","3,446,380   ",68.3   ,"3,263,742   ",64.7   ,"182,638   ",5.3   
26,Michigan,2004,07,"7,708,983   ","5,136,222   ",66.6   ,"4,726,354   ",61.3   ,"409,868   ",8.0   
27,Minnesota,2004,07,"3,894,760   ","2,915,266   ",74.9   ,"2,781,377   ",71.4   ,"133,889   ",4.6   
28,Mississippi,2004,07,"2,135,811   ","1,328,716   ",62.2   ,"1,239,896   ",58.1   ,"88,820   ",6.7   
29,Missouri,2004,07,"4,387,385   ","3,056,398   ",69.7   ,"2,861,882   ",65.2   ,"194,516   ",6.4   
30,Montana,2004,07,"718,478   ","492,149   ",68.5   ,"470,977   ",65.6   ,"21,172   ",4.3   
31,Nebraska,2004,07,"1,315,209   ","986,901   ",75.0   ,"947,683   ",72.1   ,"39,218   ",4.0   
32,Nevada,2004,07,"1,759,901   ","1,184,637   ",67.3   ,"1,132,974   ",64.4   ,"51,663   ",4.4   
33,New Hampshire,2004,07,"1,008,188   ","730,791   ",72.5   ,"704,589   ",69.9   ,"26,202   ",3.6   
34,New Jersey,2004,07,"6,603,391   ","4,422,480   ",67.0   ,"4,191,613   ",63.5   ,"230,867   ",5.2   
35,New Mexico,2004,07,"1,413,780   ","909,214   ",64.3   ,"855,967   ",60.5   ,"53,247   ",5.9   
36,New York,2004,07,"14,923,880   ","9,529,286   ",63.9   ,"8,976,552   ",60.1   ,"552,734   ",5.8   
51000,New York city,2004,07,"6,365,548   ","3,803,663   ",59.8   ,"3,527,243   ",55.4   ,"276,420   ",7.3   
37,North Carolina,2004,07,"6,452,489   ","4,301,111   ",66.7   ,"4,060,788   ",62.9   ,"240,323   ",5.6   
38,North Dakota,2004,07,"489,992   ","361,688   ",73.8   ,"350,273   ",71.5   ,"11,415   ",3.2   
39,Ohio,2004,07,"8,785,028   ","5,953,698   ",67.8   ,"5,571,700   ",63.4   ,"381,998   ",6.4   
40,Oklahoma,2004,07,"2,637,604   ","1,705,765   ",64.7   ,"1,625,798   ",61.6   ,"79,967   ",4.7   
41,Oregon,2004,07,"2,780,722   ","1,858,506   ",66.8   ,"1,724,347   ",62.0   ,"134,159   ",7.2   
42,Pennsylvania,2004,07,"9,649,782   ","6,322,860   ",65.5   ,"5,965,840   ",61.8   ,"357,020   ",5.6   
44,Rhode Island,2004,07,"838,032   ","566,474   ",67.6   ,"535,594   ",63.9   ,"30,880   ",5.5   
45,South Carolina,2004,07,"3,179,510   ","2,066,424   ",65.0   ,"1,922,691   ",60.5   ,"143,733   ",7.0   
46,South Dakota,2004,07,"583,235   ","437,530   ",75.0   ,"421,987   ",72.4   ,"15,543   ",3.6   
47,Tennessee,2004,07,"4,541,057   ","2,909,923   ",64.1   ,"2,755,992   ",60.7   ,"153,931   ",5.3   
48,Texas,2004,07,"16,331,058   ","11,061,245   ",67.7   ,"10,376,617   ",63.5   ,"684,628   ",6.2   
49,Utah,2004,07,"1,732,590   ","1,243,494   ",71.8   ,"1,179,145   ",68.1   ,"64,349   ",5.2   
50,Vermont,2004,07,"492,034   ","352,998   ",71.7   ,"340,998   ",69.3   ,"12,000   ",3.4   
51,Virginia,2004,07,"5,622,191   ","3,854,196   ",68.6   ,"3,701,810   ",65.8   ,"152,386   ",4.0   
53,Washington,2004,07,"4,741,529   ","3,224,262   ",68.0   ,"3,032,956   ",64.0   ,"191,306   ",5.9   
54,West Virginia,2004,07,"1,432,739   ","793,464   ",55.4   ,"752,617   ",52.5   ,"40,847   ",5.1   
55,Wisconsin,2004,07,"4,249,079   ","3,082,337   ",72.5   ,"2,930,354   ",69.0   ,"151,983   ",4.9   
56,Wyoming,2004,07,"386,429   ","280,273   ",72.5   ,"270,774   ",70.1   ,"9,499   ",3.4   
01,Alabama,2004,08,"3,446,834   ","2,142,274   ",62.2   ,"2,015,320   ",58.5   ,"126,954   ",5.9   
02,Alaska,2004,08,"472,628   ","342,748   ",72.5   ,"321,354   ",68.0   ,"21,394   ",6.2   
04,Arizona,2004,08,"4,319,535   ","2,809,167   ",65.0   ,"2,660,603   ",61.6   ,"148,564   ",5.3   
05,Arkansas,2004,08,"2,089,956   ","1,307,890   ",62.6   ,"1,236,858   ",59.2   ,"71,032   ",5.4   
06,California,2004,08,"26,540,808   ","17,436,940   ",65.7   ,"16,400,705   ",61.8   ,"1,036,235   ",5.9   
037,Los Angeles County,2004,08,"7,341,319   ","4,749,533   ",64.7   ,"4,441,801   ",60.5   ,"307,732   ",6.5   
08,Colorado,2004,08,"3,495,242   ","2,558,993   ",73.2   ,"2,427,138   ",69.4   ,"131,855   ",5.2   
09,Connecticut,2004,08,"2,666,291   ","1,791,013   ",67.2   ,"1,702,557   ",63.9   ,"88,456   ",4.9   
10,Delaware,2004,08,"633,994   ","423,322   ",66.8   ,"405,904   ",64.0   ,"17,418   ",4.1   
11,District of Columbia,2004,08,"463,684   ","315,478   ",68.0   ,"289,648   ",62.5   ,"25,830   ",8.2   
12,Florida,2004,08,"13,598,789   ","8,499,503   ",62.5   ,"8,092,693   ",59.5   ,"406,810   ",4.8   
13,Georgia,2004,08,"6,604,308   ","4,460,571   ",67.5   ,"4,236,717   ",64.2   ,"223,854   ",5.0   
15,Hawaii,2004,08,"944,472   ","612,722   ",64.9   ,"592,952   ",62.8   ,"19,770   ",3.2   
16,Idaho,2004,08,"1,030,964   ","709,571   ",68.8   ,"678,132   ",65.8   ,"31,439   ",4.4   
17,Illinois,2004,08,"9,564,987   ","6,349,595   ",66.4   ,"5,963,755   ",62.3   ,"385,840   ",6.1   
18,Indiana,2004,08,"4,718,862   ","3,170,732   ",67.2   ,"3,007,600   ",63.7   ,"163,132   ",5.1   
19,Iowa,2004,08,"2,264,596   ","1,603,016   ",70.8   ,"1,532,853   ",67.7   ,"70,163   ",4.4   
20,Kansas,2004,08,"2,053,427   ","1,465,645   ",71.4   ,"1,384,385   ",67.4   ,"81,260   ",5.5   
21,Kentucky,2004,08,"3,178,077   ","1,960,133   ",61.7   ,"1,863,328   ",58.6   ,"96,805   ",4.9   
22,Louisiana,2004,08,"3,342,934   ","2,046,820   ",61.2   ,"1,925,067   ",57.6   ,"121,753   ",5.9   
23,Maine,2004,08,"1,036,856   ","703,884   ",67.9   ,"676,304   ",65.2   ,"27,580   ",3.9   
24,Maryland,2004,08,"4,213,352   ","2,913,247   ",69.1   ,"2,789,913   ",66.2   ,"123,334   ",4.2   
25,Massachusetts,2004,08,"5,045,874   ","3,431,087   ",68.0   ,"3,264,996   ",64.7   ,"166,091   ",4.8   
26,Michigan,2004,08,"7,712,018   ","5,089,657   ",66.0   ,"4,749,571   ",61.6   ,"340,086   ",6.7   
27,Minnesota,2004,08,"3,897,847   ","2,900,944   ",74.4   ,"2,772,929   ",71.1   ,"128,015   ",4.4   
28,Mississippi,2004,08,"2,137,314   ","1,307,770   ",61.2   ,"1,226,837   ",57.4   ,"80,933   ",6.2   
29,Missouri,2004,08,"4,391,827   ","3,015,664   ",68.7   ,"2,829,111   ",64.4   ,"186,553   ",6.2   
30,Montana,2004,08,"719,343   ","489,327   ",68.0   ,"468,376   ",65.1   ,"20,951   ",4.3   
31,Nebraska,2004,08,"1,316,060   ","973,656   ",74.0   ,"937,956   ",71.3   ,"35,700   ",3.7   
32,Nevada,2004,08,"1,765,131   ","1,182,705   ",67.0   ,"1,134,393   ",64.3   ,"48,312   ",4.1   
33,New Hampshire,2004,08,"1,009,190   ","727,421   ",72.1   ,"701,663   ",69.5   ,"25,758   ",3.5   
34,New Jersey,2004,08,"6,606,346   ","4,371,897   ",66.2   ,"4,174,600   ",63.2   ,"197,297   ",4.5   
35,New Mexico,2004,08,"1,415,861   ","902,981   ",63.8   ,"853,458   ",60.3   ,"49,523   ",5.5   
36,New York,2004,08,"14,932,326   ","9,460,007   ",63.4   ,"8,957,216   ",60.0   ,"502,791   ",5.3   
51000,New York city,2004,08,"6,370,127   ","3,778,583   ",59.3   ,"3,527,738   ",55.4   ,"250,845   ",6.6   
37,North Carolina,2004,08,"6,462,915   ","4,256,273   ",65.9   ,"4,035,989   ",62.4   ,"220,284   ",5.2   
